IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31.8210270052568
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32.1935377575958
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32.5571923571753
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32.9293186497665
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33.3200886662453
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33.7127700163677
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.1125427197007
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.5304663701918
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.9550375653197
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.3699903409575
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.7682832758511
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.1580243439872
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.545095964239
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.924721388403
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.2737322667552
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.5879039643311
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.8719165522287
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.1226557786878
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.3417101420916
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.5423059418285
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.7395940783948
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.9369464876275
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.1236841027976
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.2970994022995
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.4692967338713
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.6290380632086
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.7329304626382
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.7702684170451
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.7690436792983
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.7878258818112
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.9005710795644
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.1053303170158
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.2529664052945
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.3425576119557
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.4761276004369
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",23.730373914989
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24.1372902438591
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24.5937701061741
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25.0677546429979
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25.5718462976227
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26.0980145466711
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26.6503333702132
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",27.22392093793
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",27.8032500659879
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",28.3864340049617
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",28.960619743618
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",29.5323449044874
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",30.1085609032453
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",30.6760694073554
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31.2309953188549
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31.7714744813284
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32.2985928883451
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32.808983720582
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33.2948737302957
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33.7380104463114
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.1438107023683
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.5226222950832
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.8519669530474
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.1412525767362
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.4105577530062
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.6901963147417
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.9852705182425
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.2787778137329
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.6210217267493
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.0262100856568
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.4937112681562
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.0066457284123
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.5341481891806
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.0659209192355
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",156,"China","CN","CHN",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.5874945139523
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33.7310655336989
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.0085137872329
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.2873292580233
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.5780414045041
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34.8879254367525
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.1993881790085
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.5024093294135
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35.8020988945066
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.104627116287
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.3904131912156
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.6513808118327
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.9063739953634
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.1686007174646
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.4198604701783
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.6671677861439
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.9093003002705
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.1344034261078
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.3572329200576
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.5780453403373
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.7914966407843
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.0134746827519
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.2616718478623
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.5182673705876
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",39.7730651747135
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.0333191689065
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.2857678669725
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.5204446667359
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.7099523443826
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40.8846099535087
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41.0796511977195
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41.25156795704
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41.3900369297432
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41.5674454508428
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",41.8170961743092
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",250,"France","FR","FRA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",42.0679350401852
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.5999394363956
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.6579089966384
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.7259838182389
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36.8384064458075
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.0467494750404
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.2918938178731
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.5355775917776
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37.7763615675819
67,"Median age of population","Median age of the total population","World Population Prospects",2024,"United Nations Population Division",276,"Germany","DE","DEU",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",38.1995063385892
